101 0.254
145 0.364
152 0.382
0 0.0
0 0.0

11 0.004
992 0.368
1686 0.627
4 0.001
0 0.0

0 0.0
40 0.01
3440 0.842
604 0.148
0 0.0


0 0.0
4 0.001
1119 0.339
2173 0.658
8 0.002

0 0.0
0 0.0
151 0.24
254 0.404
224 0.356



2010 0.957
91 0.043
0 0.0

2139 0.304
4748 0.675
148 0.021

211 0.107
744 0.377
1017 0.516
