alpha,beta,seed,perception,adversarial_opt_target,shield,selector,fail_rate,stuck_rate,safe_rate,mean_steps,num_trials,fail_rate_ci_low,fail_rate_ci_high,stuck_rate_ci_low,stuck_rate_ci_high,safe_rate_ci_low,safe_rate_ci_high
0.025,0.7,123,uniform,,envelope,rl,0.375,0.0,0.625,13.0,40,0.2272627224818259,0.541985247767389,0.0,0.08809730287880237,0.45801475223261096,0.772737277518174
0.025,0.7,123,uniform,,forward_sampling,rl,0.275,0.05,0.675,14.05,40,0.1460089919638657,0.43888290717904815,0.006113646599350838,0.16919686395941763,0.5087051245215516,0.8142710332366502
0.025,0.7,123,adversarial_opt,envelope,single_belief,rl,0.45,0.0,0.55,11.9,40,0.29258835003987993,0.6150932054659867,0.0,0.08809730287880237,0.3849067945340133,0.7074116499601201
0.025,0.7,123,adversarial_opt,envelope,envelope,rl,0.3,0.075,0.625,13.05,40,0.16562720439323558,0.4653162852541233,0.01574217985104153,0.20386474873289895,0.45801475223261096,0.772737277518174
0.025,0.7,123,adversarial_opt,envelope,forward_sampling,rl,0.425,0.025,0.55,12.075,40,0.27042903126886286,0.5910994195730367,0.0006327449320494191,0.13158585848276572,0.3849067945340133,0.7074116499601201
0.025,0.7,456,uniform,,single_belief,rl,0.425,0.0,0.575,12.5,40,0.27042903126886286,0.5910994195730367,0.0,0.08809730287880237,0.4089005804269633,0.7295709687311371
0.025,0.7,456,uniform,,envelope,rl,0.35,0.05,0.6,12.95,40,0.20628249087076686,0.5168444536489907,0.006113646599350838,0.16919686395941763,0.4332670521932967,0.7513500134122562
0.025,0.7,456,uniform,,forward_sampling,rl,0.425,0.0,0.575,12.475,40,0.27042903126886286,0.5910994195730367,0.0,0.08809730287880237,0.4089005804269633,0.7295709687311371
0.025,0.7,456,adversarial_opt,envelope,single_belief,rl,0.575,0.0,0.425,9.9,40,0.4089005804269633,0.7295709687311371,0.0,0.08809730287880237,0.27042903126886286,0.5910994195730367
0.025,0.7,456,adversarial_opt,envelope,envelope,rl,0.35,0.025,0.625,13.025,40,0.20628249087076686,0.5168444536489907,0.0006327449320494191,0.13158585848276572,0.45801475223261096,0.772737277518174
0.025,0.7,456,adversarial_opt,envelope,forward_sampling,rl,0.55,0.0,0.45,9.975,40,0.3849067945340133,0.7074116499601201,0.0,0.08809730287880237,0.29258835003987993,0.6150932054659867
0.025,0.7,789,uniform,,single_belief,rl,0.5,0.0,0.5,11.075,40,0.33801781373723455,0.6619821862627655,0.0,0.08809730287880237,0.33801781373723455,0.6619821862627655
0.025,0.7,789,uniform,,envelope,rl,0.525,0.0,0.475,10.375,40,0.3612801352640621,0.6848802933650138,0.0,0.08809730287880237,0.31511970663498606,0.6387198647359378
0.025,0.7,789,uniform,,forward_sampling,rl,0.35,0.075,0.575,12.55,40,0.20628249087076686,0.5168444536489907,0.01574217985104153,0.20386474873289895,0.4089005804269633,0.7295709687311371
0.025,0.7,789,adversarial_opt,envelope,single_belief,rl,0.5,0.0,0.5,11.025,40,0.33801781373723455,0.6619821862627655,0.0,0.08809730287880237,0.33801781373723455,0.6619821862627655
0.025,0.7,789,adversarial_opt,envelope,envelope,rl,0.475,0.075,0.45,10.05,40,0.31511970663498606,0.6387198647359378,0.01574217985104153,0.20386474873289895,0.29258835003987993,0.6150932054659867
0.025,0.7,789,adversarial_opt,envelope,forward_sampling,rl,0.425,0.075,0.5,10.825,40,0.27042903126886286,0.5910994195730367,0.01574217985104153,0.20386474873289895,0.33801781373723455,0.6619821862627655
0.025,0.7,1024,uniform,,single_belief,rl,0.325,0.0,0.675,14.325,40,0.18572896676334982,0.49129487547844847,0.0,0.08809730287880237,0.5087051245215516,0.8142710332366502
0.025,0.7,1024,uniform,,envelope,rl,0.275,0.05,0.675,14.275,40,0.1460089919638657,0.43888290717904815,0.006113646599350838,0.16919686395941763,0.5087051245215516,0.8142710332366502
